N;gmean(error_y);max(error_y);gmean(relative_error_y);max(relative_error_y)
1;5.166704885257491;196.27649320695335;0.5219055696053727;20.880513617195962
2;12.958600560735555;1558.941692718223;1.3089901508090764;180.69348637532624
3;14.72888839874825;449.66349395553306;1.4878126504451152;27.984031023877538
4;6.419065025533012;452.89404512414285;0.6484105175126087;32.37024587509443
5;4.021169488935639;106.81451364435125;0.40619133455657197;11.427967494042463
6;6.359684877928223;3028.3280377210567;0.6424123367673995;315.51391199132115
7;5.94411212490635;1242.8710583121378;0.6004339890206142;131.2934772826268
8;7.47659345673061;2207.348396998588;0.7552348843993097;214.4327003133122
9;6.676333493314928;268.5056526137623;0.674398037450576;32.31072644411653
10;2.7309226602998127;258.42951235256646;0.27585932973235067;15.630834687742501
11;4.408185676017495;468.2868030312329;0.4452850912257007;24.288068792330595
12;3.9403341393889986;1063.2160701721875;0.3980258944770026;118.49719383880361
13;4.310222777229806;2627.0939606709153;0.4353895420067261;77.98238815777079
14;3.2830521831799304;274.18581813188115;0.3316317184276902;30.365134734949798
15;2.3102329912281805;96.20877311058665;0.23336410574725094;10.325325649356964
16;2.397435609558292;163.58452269388772;0.24217272423841318;12.602488714855243
17;1.94679234487543;1826.9428710641753;0.19665179069056787;203.8313527709214
18;1.654643896282432;133.3858220634323;0.16714093108886724;4.186811041926344
19;1.8802607582715252;698.7725146501521;0.18993121996427417;74.33762835822803
20;2.125913005879951;147.0560893866696;0.2147453479356119;4.2537250328043354
