N;gmean(error_p);max(error_p);gmean(relative_error_p);max(relative_error_p)
1;0.016495940243166276;0.016724124747016903;0.22138501009052505;0.22448555241269658
2;0.11504616121951984;0.12830352690695276;1.5439856829628573;1.7215065365028754
3;1.9684424008966641;2.337705041743131;26.4176296932002;31.366047425142497
4;0.08165026203945593;0.10703249418189685;1.0957934994331295;1.4366819756482387
5;51.69083774004855;787.3504619997702;693.7207862042939;10566.92633886828
6;0.7146781539382905;0.8580101789764252;9.591392063065406;11.516948833905083
7;0.14297451338723108;0.14570961484286346;1.9188002394730195;1.9558394758850335
8;1.3104934721969408;2.122338560538746;17.58757647573775;28.47637779504848
9;0.13168237188324883;0.13188282118456565;1.7672532028111725;1.7702443873867248
10;0.1614140253116293;0.16200602628367333;2.166269099887834;2.174119735900463
11;0.18682764397595877;0.2774037620507067;2.5073344857648285;3.7235513192653533
12;3.8623241998458457;67.46524562579557;51.83461320490512;905.4228222110382
13;0.18623528536871686;0.19584444118755154;2.4993846924030474;2.627733576541713
14;0.3033732067308951;0.3505102217479333;4.071443000112544;4.704848949982665
15;0.2998298344092519;0.3296792156539042;4.023888904643122;4.42523731223974
16;0.17374729056673907;0.19811084957019287;2.331788616369032;2.6592138110334336
17;0.629065233642301;1.001958716945389;8.442417409652805;13.443733949561837
18;0.1732033275568291;0.17665506931958652;2.324488319771043;2.3712159184763406
19;0.3077421322787418;0.3503769289101015;4.130076494914118;4.703059779141981
20;0.342014098038366;0.3439547356538029;4.590025996044236;4.616855590722587
